wave,Id,Owns Property,Weekly Gross Income,FY disposable income +,FY disposable income -
10,12781,1,1427,59170,0
14,119461,1,1835,86911,0
18,118931,1,804,74314,0
6,11671,1,637,20831,0
10,12781,1,750,35008,0
14,119461,1,800,39600,0
18,118931,1,900,44286,0
6,7171,0,560,21933,0
10,7831,0,800,35179,0
14,113611,0,0,15567,0
18,113171,0,0,23976,0
6,41001,1,0,15112,0
10,39351,1,0,0,0
14,184131,1,0,0,7885
18,184621,1,0,488,0
6,53921,1,0,21392,0
10,54461,1,0,26150,0
14,141961,1,0,16000,0
18,142021,1,0,23964,0
6,38321,0,0,23644,0
10,35951,0,300,14613,0
14,175711,0,0,20600,0
18,175981,0,782,35669,0
6,13061,1,0,13150,0
10,14141,1,0,19943,0
14,130471,1,0,24500,0
18,129801,1,0,26000,0
6,43661,0,0,13130,0
10,44001,0,0,15000,0
14,191501,0,0,28247,0
18,191541,1,0,20979,0
6,69381,1,2250,215801,0
10,72051,1,2877,123552,0
14,200351,1,3222,763891,0
18,200261,1,4000,268385,0
6,69381,1,0,31987,0
10,72051,1,55,33188,0
14,200351,1,0,41247,0
18,200261,1,0,74526,0
6,69381,0,450,14042,0
10,72052,0,1381,52749,0
14,117391,1,2163,84465,0
18,110371,1,2301,89107,0
6,51331,1,0,13156,0
10,51621,1,0,16000,0
14,211601,1,0,5880,0
18,211871,1,0,29000,0
6,11621,1,942,41305,0
10,12611,1,1000,17162,0
14,119271,1,862,31793,0
18,118721,1,0,13568,0
6,11621,1,200,16193,0
10,12611,1,400,16806,0
14,119271,1,894,26000,0
18,118721,1,606,32156,0
6,11622,1,768,30004,0
10,12671,1,850,43248,0
14,119311,1,0,28868,0
18,118761,1,642,10228,0
6,57261,1,1534,74506,0
10,63671,1,2992,79450,0
14,157881,1,0,149024,0
18,101571,1,6050,169418,0
6,57261,1,0,3225,0
10,53471,1,0,130341,0
14,149111,1,0,22000,0
18,148611,1,0,25000,0
6,57261,0,496,11134,0
10,56571,0,1400,51157,0
14,156891,0,1246,16947,0
18,150861,1,1250,72801,0
6,11501,1,0,13214,0
10,12491,1,0,16200,0
14,119181,1,0,22634,0
18,118611,1,0,23582,0
6,11501,1,750,28800,0
10,12491,1,627,48482,0
14,120031,1,300,7200,0
18,119521,1,0,14560,0
6,41351,1,1125,44595,0
10,39931,1,1583,74292,0
14,184641,1,1863,91668,0
18,185131,1,1998,88569,0
6,41351,0,0,0,814
10,39931,1,0,10386,0
14,184641,1,0,6500,0
18,185131,1,0,6000,0
6,41361,0,0,24835,0
10,39901,0,531,18640,0
14,184321,0,566,30684,0
18,190001,0,0,7892,0
6,51341,1,0,3001,0
10,51631,1,914,18394,0
14,211611,1,900,39244,0
18,211521,1,1211,47550,0
6,51341,1,1150,53343,0
10,51631,1,1545,203584,0
14,211611,1,0,59394,0
18,211521,1,1400,49707,0
6,72511,1,0,16256,0
10,75281,1,0,6904,0
14,203621,1,0,6886,0
18,203401,1,0,1800,0
6,23911,1,0,8731,0
10,41051,1,0,2000,0
14,125561,1,0,17657,0
18,124941,1,0,18800,0
6,23911,1,267,41485,0
10,41051,1,276,41270,0
14,125561,1,0,38285,0
18,124941,1,0,40300,0
6,67701,1,0,8599,0
10,69511,1,0,13500,0
14,155741,1,0,15800,0
18,155261,1,0,16900,0
6,67701,1,0,14381,0
10,69511,1,0,13500,0
14,155741,1,0,15600,0
18,155261,1,0,16900,0
6,6601,1,2992,184455,0
10,7521,1,2500,136835,0
14,114941,1,0,196639,0
18,114611,1,2685,235430,0
6,70001,1,0,34926,0
10,72521,1,1000,43180,0
14,206631,1,1300,57903,0
18,206181,1,1880,74960,0
6,14951,0,0,12090,0
10,16121,0,0,13480,0
14,122331,0,0,13260,0
18,121861,0,0,16120,0
6,14951,0,0,12090,0
10,16121,0,0,13480,0
14,122331,0,0,14040,0
18,121861,0,0,16120,0
6,16421,1,944,35928,0
10,18001,1,905,43160,0
14,124071,1,1200,49074,0
18,123471,1,0,55486,0
6,13951,1,645,28339,0
10,15221,1,350,31667,0
14,120741,1,0,7941,0
18,120191,1,1500,60691,0
6,13951,1,1250,51873,0
10,15221,1,1700,236785,0
14,120741,1,1950,86141,0
18,120191,1,2250,82999,0
6,66861,0,0,18524,0
10,68741,0,0,19280,0
14,159521,0,0,12500,0
18,159771,0,0,21899,0
6,66862,1,944,33877,0
10,68741,1,0,22350,0
14,154011,1,765,18405,0
18,154401,1,987,46893,0
6,73001,1,0,17510,0
10,76041,1,0,10860,0
14,206371,1,0,35076,0
18,203961,1,0,28886,0
6,73001,1,0,9720,0
10,76041,1,0,8810,0
14,206371,1,0,21692,0
18,203961,1,0,16172,0
6,73011,0,1442,49945,0
10,71731,1,2023,75588,0
14,204261,1,3548,127257,0
18,204001,1,3644,130105,0
6,26401,1,700,22224,0
10,68971,1,700,19464,0
14,155281,1,1050,47126,0
18,154751,1,900,59028,0
6,26401,1,1600,68640,0
10,68971,1,1500,68299,0
14,155281,1,1600,74258,0
18,154751,1,1200,68801,0
6,50861,1,0,24704,0
10,51171,1,0,310,0
14,212131,1,180,45229,0
18,212441,1,0,39523,0
6,51231,1,274,17371,0
10,51491,1,600,31022,0
14,211441,1,500,32186,0
18,211371,1,686,51046,0
6,2571,1,0,32323,0
10,3251,1,0,63841,0
14,131561,1,0,315191,0
18,130761,1,0,852190,0
6,2572,0,1150,47979,0
10,3341,0,2000,112997,0
14,111031,1,3356,176762,0
18,110841,1,4425,384992,0
6,66691,1,0,31258,0
10,68631,1,0,22632,0
14,154951,1,600,34505,0
18,154461,1,930,5450,0
6,69221,1,0,24487,0
10,71901,1,0,30592,0
14,200501,1,0,19000,0
18,200412,1,0,21000,0
6,69221,0,120,12608,0
10,71901,0,1050,44817,0
14,200501,1,1525,61426,0
18,200411,1,1708,112644,0
6,35181,1,1193,51283,0
10,32541,1,1546,62404,0
14,178111,1,1718,67203,0
18,178601,1,1890,74933,0
6,35181,1,638,27566,0
10,32541,1,1500,59974,0
14,178111,1,1558,60911,0
18,178601,1,2052,82103,0
6,18001,1,1158,50237,0
10,19911,1,1200,54801,0
14,125831,1,1100,58866,0
18,125261,1,1250,60808,0
6,44781,1,138,230386,0
10,45041,1,292,3000,0
14,193011,1,0,322087,0
18,192511,1,0,399946,0
6,19041,1,1115,48171,0
10,21201,1,1083,58327,0
14,127001,1,1400,66656,0
18,126331,1,0,50120,0
6,36931,1,980,39739,0
10,34421,1,1200,44169,0
14,179591,1,770,34386,0
18,180161,1,1100,48700,0
6,36931,1,400,18622,0
10,34421,1,391,24496,0
14,179591,1,575,32755,0
18,180161,1,750,35371,0
6,47461,1,1189,63297,0
10,47872,1,1442,63490,0
14,194971,1,900,65113,0
18,194841,1,0,54386,0
6,31981,0,928,39092,0
10,28891,0,1100,53931,0
14,174821,0,1300,57497,0
18,174811,1,1400,56623,0
6,43601,0,0,8113,0
10,42701,0,0,12047,0
14,190281,0,0,6004,0
18,190741,0,0,27544,0
6,3201,1,0,13270,0
10,4331,1,0,14760,0
14,112531,1,0,20000,0
18,112231,1,0,19240,0
6,3201,1,0,13270,0
10,4331,1,0,14760,0
14,112531,1,0,16000,0
18,112231,1,0,19240,0
6,21791,1,1458,57659,0
10,691,1,2225,82067,0
14,100671,1,2000,80540,0
18,100611,1,1151,115811,0
6,21791,1,863,38091,0
10,691,1,985,46374,0
14,100671,1,1841,80562,0
18,100611,1,2106,84715,0
6,35521,1,1200,45723,0
10,32861,1,1300,46834,0
14,178401,1,1250,37089,0
18,178941,1,1300,40010,0
6,35521,1,0,20583,0
10,32861,1,0,31667,0
14,178401,1,0,36021,0
18,178941,1,0,36412,0
6,57471,1,1688,63906,0
10,66441,1,2000,87909,0
14,153181,1,2750,116569,0
18,172281,1,0,192230,0
6,34051,0,500,9400,0
10,31271,1,600,30000,0
14,171111,1,235,23390,0
18,171141,1,370,35692,0
6,34051,0,0,6300,0
10,31271,1,40,600,0
14,171111,1,0,10681,0
18,171141,1,0,16114,0
6,37391,0,1977,68022,0
10,34961,1,1750,81773,0
14,180101,1,2500,88911,0
18,180651,1,2877,107194,0
6,8261,1,96,66119,0
10,9241,1,161,23545,0
14,116371,1,500,32894,0
18,116021,1,800,33085,0
6,51911,0,400,52186,0
10,52461,0,786,53585,0
14,140151,0,1000,70170,0
18,140191,0,1036,126963,0
6,52311,0,671,28804,0
10,52471,0,0,20000,0
14,158561,0,0,20000,0
18,148811,0,0,48115,0
6,12261,1,635,29220,0
10,13281,1,575,28091,0
14,119941,1,0,36000,0
18,119371,1,0,15000,0
6,12261,1,0,7199,0
10,13281,1,155,18500,0
14,119941,1,42,18370,0
18,119371,1,0,17000,0
6,12271,1,0,8994,0
10,13291,1,863,39514,0
14,120391,1,901,47376,0
18,118881,1,1086,55469,0
6,12261,0,251,15408,0
10,13281,0,170,22517,0
14,119941,0,60,24000,0
18,119371,0,620,39874,0
6,29761,1,0,12378,0
10,37121,1,0,14289,0
14,181971,1,0,20276,0
18,182771,1,0,18776,0
6,19591,1,700,30521,0
10,21811,1,500,39560,0
14,127521,1,1177,50826,0
18,126811,1,1116,47587,0
6,19591,1,1200,47979,0
10,21811,1,1232,45385,0
14,127521,1,1200,54566,0
18,126811,1,1382,55486,0
6,33691,1,0,3055,0
10,30861,1,550,27591,0
14,176561,1,700,31284,0
18,177011,1,700,34292,0
6,33691,1,1340,57388,0
10,30861,1,1629,63527,0
14,176561,1,1819,79432,0
18,177011,1,800,39668,0
6,21651,1,1669,69429,0
10,551,1,2250,138598,0
14,100491,1,2500,106934,0
18,100461,1,2842,115133,0
6,35771,1,90,14818,0
10,33211,1,100,18461,0
14,178781,1,0,16424,0
18,179361,1,0,16099,0
6,35771,1,0,10058,0
10,33211,1,0,13661,0
14,178781,1,0,16435,0
18,179361,1,0,16099,0
6,43081,1,1000,40768,0
10,43231,1,1197,55264,0
14,190821,1,1300,71161,0
18,190961,1,2080,20000,0
6,43081,1,0,26687,0
10,43231,1,340,15000,0
14,190821,1,0,35000,0
18,190961,1,0,0,0
6,44661,1,0,38216,0
10,44831,1,1000,38343,0
14,192321,1,500,23587,0
18,192281,1,0,17784,0
6,44661,1,56,16276,0
10,44831,1,391,19000,0
14,192321,1,0,15554,0
18,192281,1,0,22284,0
6,44662,0,1015,35805,0
10,45941,1,350,19102,0
14,191681,1,0,41083,0
18,196391,1,550,55489,0
6,29451,0,0,87737,0
10,31521,0,800,23452,0
14,177091,0,0,51514,0
18,177591,0,0,38388,0
6,67791,1,493,33148,0
10,69611,1,675,43628,0
14,155861,1,1008,50057,0
18,155351,1,1003,50422,0
6,23541,0,550,34418,0
10,24931,0,2052,80736,0
14,111931,0,1726,76154,0
18,129711,0,2992,122247,0
6,23541,1,1400,54858,0
10,24931,1,1250,62044,0
14,111931,1,1500,61336,0
18,129711,1,630,83853,0
6,26741,1,0,11969,0
10,42211,1,0,21976,0
14,187571,1,0,31879,0
18,183501,1,0,20489,0
6,26741,1,750,33773,0
10,42211,1,577,39836,0
14,187571,1,540,53531,0
18,183501,1,420,67343,0
6,21071,1,1000,66473,0
10,23421,1,0,52620,0
14,128931,1,0,51329,0
18,128151,1,0,16838,0
6,48481,1,750,35273,0
10,49321,1,0,44088,0
14,196341,1,1000,56379,0
18,196181,1,1800,62766,0
6,10351,1,1329,52641,0
10,11391,1,1707,66848,0
14,118181,1,150,20000,0
18,117591,1,400,19700,0
6,20661,1,0,70552,0
10,23011,1,0,72102,0
14,128531,1,0,96076,0
18,127771,1,0,88101,0
6,65171,1,850,16145,0
10,66921,1,1050,64195,0
14,153521,1,1550,70172,0
18,145411,1,1150,56734,0
6,65171,1,492,47740,0
10,66921,1,0,25335,0
14,153521,1,1000,36405,0
18,157861,1,2000,48864,0
6,39381,1,600,22741,0
10,32251,1,500,24212,0
14,171591,1,0,23985,0
18,171821,1,700,33588,0
6,39371,1,0,27152,0
10,37091,1,165,9152,0
14,182461,1,0,0,0
18,182721,1,0,10000,0
6,8861,0,0,14276,0
10,9901,1,499,23372,0
14,130021,1,0,20000,0
18,129271,1,0,22530,0
6,8861,1,1127,43413,0
10,9901,1,2071,62765,0
14,130021,1,0,306112,0
18,129271,1,0,69798,0
6,60181,1,944,46006,0
10,61131,1,966,58146,0
14,148111,1,863,54360,0
18,147711,1,910,55164,0
6,60181,1,330,19665,0
10,61131,1,0,21560,0
14,148111,1,478,33582,0
18,147711,1,772,42554,0
6,44101,1,447,22131,0
10,44411,1,335,38031,0
14,191891,1,275,34936,0
18,191891,1,0,23608,0
6,36391,0,0,5200,0
10,78391,0,1000,43160,0
14,220511,0,0,71797,0
18,133651,1,0,24994,0
6,36461,1,1112,49483,0
10,18261,1,0,48482,0
14,131011,1,0,49259,0
18,130231,1,0,65448,0
6,32981,1,770,36377,0
10,29881,1,1000,44455,0
14,175531,1,900,59362,0
18,175661,1,922,45638,0
6,38491,1,0,20275,0
10,36101,1,0,19811,0
14,181151,1,0,36404,0
18,181761,1,0,36432,0
6,65131,1,1054,47126,0
10,66871,1,1669,73227,0
14,158371,1,797,71537,0
18,158081,1,900,99891,0
6,41041,0,50,27025,0
10,39361,0,70,21388,0
14,184141,0,0,20280,0
18,188351,0,0,21762,0
6,11861,1,725,29196,0
10,12951,1,586,36114,0
14,119611,1,0,10808,0
18,119061,1,0,46477,0
6,14371,1,0,59198,0
10,15661,1,1630,67416,0
14,130221,1,0,125974,0
18,120371,1,5000,169418,0
6,48971,1,500,24050,0
10,67721,1,1000,109111,0
14,154141,1,0,26038,0
18,153481,1,0,34020,0
6,48971,1,587,23185,0
10,67721,1,750,53591,0
14,154141,1,0,43122,0
18,153481,1,0,43617,0
6,67561,1,644,34211,0
10,69291,1,600,32500,0
14,155481,1,0,33900,0
18,154971,1,0,21900,0
6,34561,1,1150,57994,0
10,31901,1,2250,76628,0
14,177531,1,2010,84635,0
18,178001,1,2617,98743,0
6,3711,1,558,25818,0
10,4421,1,662,29100,0
14,112501,1,614,32000,0
18,112221,1,0,31060,0
6,3721,1,0,25004,0
10,4431,1,0,18251,0
14,112331,1,0,19640,0
18,112041,1,1000,24852,0
6,3721,1,1150,55721,0
10,4431,1,1500,47297,0
14,112331,1,1200,58899,0
18,112041,1,1151,49647,0
6,13781,1,1000,59039,0
10,15081,1,1200,81624,0
14,121341,1,0,29923,0
18,120781,1,0,46605,0
6,13781,1,1000,43539,0
10,15081,1,1139,49704,0
14,121341,1,1800,76391,0
18,120781,1,887,44067,0
6,49281,1,165,27492,0
10,52331,1,775,22793,0
14,155461,1,800,40297,0
18,154951,1,1250,69092,0
6,49281,1,1000,37945,0
10,52331,1,1300,49087,0
14,155461,1,1100,67020,0
18,154951,1,1264,56627,0
6,45571,1,253,23664,0
10,45891,1,354,35155,0
14,193081,1,0,13000,0
18,192971,1,0,8580,0
6,45571,1,0,64525,0
10,45891,1,0,78400,0
14,193081,1,0,74000,0
18,192971,1,0,83000,0
6,45421,1,1200,42178,0
10,53281,1,1745,61283,0
14,144551,1,1975,83241,0
18,144431,1,3135,106935,0
6,9161,1,1000,44994,0
10,10161,1,967,94912,0
14,117021,1,1350,76338,0
18,116611,1,1365,73137,0
6,9161,0,0,14152,0
10,10161,0,300,15000,0
14,117021,0,950,42373,0
18,116611,0,0,5400,0
6,3461,1,1438,58104,0
10,4241,1,921,63728,0
14,112181,1,0,26152,0
18,111941,1,0,20915,0
6,3461,1,0,0,0
10,4241,1,0,3600,0
14,112181,1,0,14400,0
18,111941,1,0,34682,0
6,49381,1,500,24654,0
10,23941,1,200,19926,0
14,129531,1,0,42511,0
18,128751,1,703,50840,0
6,45011,1,940,45699,0
10,45211,1,1100,49395,0
14,192631,1,970,58910,0
18,192631,1,1000,42295,0
6,10771,1,1381,90448,0
10,11781,1,2877,106014,0
14,118491,1,0,68705,0
18,117941,1,0,764,0
6,34281,1,0,10123,0
10,31671,1,0,32447,0
14,177181,1,0,17187,0
18,177621,1,0,18466,0
6,34281,1,0,6723,0
10,31671,1,0,28583,0
14,177181,1,0,27177,0
18,177621,1,0,18466,0
6,33351,1,0,13762,0
10,47571,1,0,15170,0
14,194681,1,0,24707,0
18,194561,1,0,22500,0
6,43891,1,0,16670,0
10,45791,1,0,31004,0
14,193171,1,0,22588,0
18,193081,1,0,0,0
6,66371,1,83,10046,0
10,68281,1,0,15114,0
14,154551,1,700,44146,0
18,153991,1,855,37277,0
6,42201,1,380,200,0
10,42341,1,0,8223,0
14,187641,1,0,13960,0
18,188241,1,0,17680,0
6,42201,1,1408,48688,0
10,42341,1,0,13420,0
14,187641,1,0,15390,0
18,188241,1,0,17680,0
6,34611,1,2646,78807,0
10,31941,1,1346,56498,0
14,177571,1,1400,57226,0
18,178041,1,1050,54332,0
6,34611,1,0,1223,0
10,31941,1,0,2834,0
14,177571,1,0,5420,0
18,178041,1,0,35100,0
6,10321,0,160,6000,0
10,11501,0,0,15000,0
14,118211,0,0,16640,0
18,117611,0,0,18070,0
6,68351,1,730,38319,0
10,70271,1,460,23980,0
14,156481,1,2243,42014,0
18,155971,1,1800,81090,0
6,7551,1,0,107190,0
10,8561,1,0,5480,0
14,129921,1,0,63277,0
18,129131,1,0,42455,0
6,7551,1,0,32190,0
10,8561,1,0,53962,0
14,129921,1,1918,75610,0
18,129131,1,1800,27876,0
6,33541,0,0,8883,0
10,30661,0,978,44646,0
14,176381,1,913,46711,0
18,176781,1,961,46885,0
6,31791,1,69,18100,0
10,28691,1,60,40642,0
14,174621,1,0,30800,0
18,174611,1,0,24440,0
6,57461,1,2615,70885,0
10,221,1,4880,186557,0
14,146711,1,2788,126757,0
18,146381,1,5293,105562,0
6,58061,0,2110,70864,0
10,58821,0,2762,48482,0
14,140801,0,2885,114696,0
18,140431,0,3000,83053,0
6,18141,1,725,31992,0
10,24381,1,825,38492,0
14,133511,1,805,65293,0
18,133061,1,920,41638,0
6,28861,1,0,55545,0
10,78311,1,0,7099,0
14,212461,1,350,18953,0
18,212571,1,804,26530,0
6,65981,1,800,35119,0
10,67851,1,880,41009,0
14,132171,1,1880,64283,0
18,131591,1,0,73316,0
6,65981,1,632,29162,0
10,67851,1,743,33162,0
14,132171,1,0,8630,0
18,131591,1,0,7140,0
6,8121,1,1395,42546,0
10,9061,1,750,41720,0
14,116161,1,750,37379,0
18,115861,1,750,44492,0
6,8121,1,785,32696,0
10,9061,1,1010,50889,0
14,116161,1,1020,51571,0
18,115861,1,1112,57058,0
6,33221,1,0,15802,0
10,30151,1,0,21692,0
14,175831,1,0,25116,0
18,176141,1,0,22128,0
6,33221,0,648,29509,0
10,30151,0,715,35592,0
14,175831,0,0,16000,0
18,176141,0,0,22000,0
6,72841,1,940,37805,0
10,75761,1,1000,48482,0
14,206351,1,1200,55561,0
18,176561,1,1400,55486,0
6,72841,1,673,32123,0
10,75761,1,1150,57496,0
14,206351,1,1150,49186,0
18,176561,1,1200,60069,0
6,13551,1,0,46314,0
10,14651,1,1000,7326,0
14,120881,1,0,72591,0
18,120351,1,0,129992,0
6,13551,1,1430,51873,0
10,14651,1,2206,86538,0
14,120881,1,2635,99405,0
18,120351,1,3846,123581,0
6,60221,1,250,17270,0
10,61161,1,488,44320,0
14,148131,1,850,54569,0
18,147731,1,1617,61643,0
6,68391,0,1513,70944,0
10,69951,1,1903,94808,0
14,156241,1,2522,110465,0
18,155731,1,1288,131598,0
6,68391,0,664,23550,0
10,69951,1,693,33193,0
14,156241,1,750,34597,0
18,155731,1,0,0,0
6,68392,1,614,25318,0
10,70311,1,2129,89779,0
14,156391,1,2825,130976,0
18,155861,1,2650,133960,0
6,68391,0,700,35723,0
10,69951,0,3000,81274,0
14,156251,1,6500,91452,0
18,155741,1,1800,79711,0
6,74271,1,0,15288,0
10,77021,1,0,16379,0
14,205111,1,0,24075,0
18,204741,1,0,26488,0
6,64081,0,0,26708,0
10,65561,0,450,49135,0
14,152371,0,0,35168,0
18,151711,1,377,14994,0
6,62501,1,1262,50509,0
10,59031,1,1630,71047,0
14,146261,1,1764,76419,0
18,147041,1,2296,92430,0
6,62501,1,2992,113695,0
10,63531,1,0,212031,0
14,157061,1,2942,108253,0
18,141141,1,2877,115749,0
6,67001,1,1855,103716,0
10,68791,1,823,66159,0
14,155081,1,0,20271,0
18,154561,1,330,18289,0
6,30001,1,2000,70864,0
10,26771,1,0,110275,0
14,173101,1,0,222356,0
18,173251,1,0,246230,0
6,10781,1,952,38992,0
10,11791,1,1247,51821,0
14,118501,1,1697,58455,0
18,220261,1,1726,70467,0
6,41301,0,0,10140,0
10,39831,0,0,15274,0
14,175041,0,0,19500,0
18,170691,0,0,18014,0
6,42191,0,1050,42272,0
10,42331,0,2371,112198,0
14,204241,1,2762,112031,0
18,203991,1,2992,104212,0
6,23031,1,0,34452,0
10,471,1,1047,77108,0
14,100451,1,1247,113725,0
18,100361,1,600,51872,0
6,39321,1,624,31376,0
10,37251,1,625,34202,0
14,182061,1,1189,51249,0
18,183181,1,1365,55486,0
6,39321,1,900,36193,0
10,37251,1,900,44169,0
14,182061,1,950,49922,0
18,183181,1,1100,50222,0
6,48151,1,700,24378,0
10,48931,1,0,67036,0
14,195901,1,0,72134,0
18,195691,1,500,62167,0
6,48151,1,450,27820,0
10,48931,1,280,43501,0
14,195901,1,180,368968,0
18,195691,1,0,14705,0
6,75051,1,0,196421,0
10,78451,1,0,60112,0
14,207701,1,0,139457,0
18,207241,1,0,85939,0
6,36541,0,550,25318,0
10,33962,0,833,30860,0
14,179301,0,797,33232,0
18,179021,0,550,37701,0
6,36541,0,620,29438,0
10,33961,0,0,35627,0
14,179301,0,878,44395,0
18,179021,0,1076,47584,0
6,62931,1,0,23894,0
10,64231,1,609,19523,0
14,151121,1,670,52211,0
18,150521,1,600,52509,0
6,62931,1,475,52112,0
10,64231,1,0,39062,0
14,151131,1,0,106402,0
18,150531,1,959,76917,0
6,62931,0,500,15865,0
10,64241,1,657,34120,0
14,151141,1,600,37258,0
18,150541,1,1075,42295,0
6,11781,1,650,27897,0
10,13931,1,1250,48315,0
14,120381,1,1531,74843,0
18,119871,1,0,26000,0
6,11781,1,0,7000,0
10,13931,1,0,8751,0
14,120381,1,0,2819,0
18,119871,1,0,20044,0
6,57201,0,680,30211,0
10,58121,1,800,58048,0
14,158061,1,0,26500,0
18,157691,1,0,14000,0
6,41811,0,900,40169,0
10,40571,1,1600,50509,0
14,186391,1,1578,57116,0
18,187271,1,1000,48323,0
6,62761,1,130,9920,0
10,63921,1,0,35085,0
14,150851,1,1300,45240,0
18,150201,1,1452,62766,0
6,59721,1,1360,50517,0
10,60661,1,1700,64008,0
14,147971,1,1800,92829,0
18,147611,1,2200,78093,0
6,59721,1,500,20854,0
10,60661,1,783,36364,0
14,147971,1,1397,59921,0
18,147611,1,1432,67021,0
6,58361,1,131,11090,0
10,59131,1,355,21524,0
14,146381,1,1151,53180,0
18,146111,1,671,42413,0
6,58361,1,1325,56080,0
10,59131,1,1500,69183,0
14,146381,1,1822,68875,0
18,146111,1,2308,74766,0
6,16181,1,0,13411,0
10,17661,1,0,33965,0
14,123731,1,0,24620,0
18,123141,1,0,34392,0
6,58081,1,529,34435,0
10,59071,1,0,228495,0
14,158801,1,0,35895,0
18,158721,1,0,35258,0
6,11381,1,0,17963,0
10,12271,1,0,5100,0
14,118981,1,0,25300,0
18,118391,1,0,22500,0
6,55371,1,0,5685,0
10,56101,1,650,13933,0
14,143901,1,0,6000,0
18,145101,1,0,0,0
6,55371,1,1289,56960,0
10,56101,1,1070,65622,0
14,143901,1,1220,50267,0
18,145101,1,1289,55774,0
6,55372,0,793,30214,0
10,57431,0,967,57575,0
14,141601,0,1375,62670,0
18,141481,0,1726,72075,0
6,64121,1,0,29313,0
10,65621,1,820,29609,0
14,152291,1,800,50586,0
18,151651,1,1223,48864,0
6,64121,1,725,27096,0
10,65621,1,963,60962,0
14,152461,1,1181,50453,0
18,151751,1,1321,70534,0
6,58601,1,0,10920,0
10,59441,1,0,13200,0
14,146631,1,0,17310,0
18,146271,1,0,18484,0
6,58601,1,0,10920,0
10,59441,1,0,12600,0
14,146631,1,0,17300,0
18,146271,1,0,17784,0
6,32891,1,1335,54665,0
10,29651,1,2110,89284,0
14,175441,1,0,54510,0
18,175601,1,0,56886,0
6,32891,1,0,0,0
10,29651,1,0,0,0
14,175441,1,0,11560,0
18,175601,1,0,10700,0
6,47991,1,0,17480,0
10,48741,1,0,7290,0
14,195771,1,92,5050,0
18,196221,1,0,0,0
6,47991,1,0,11840,0
10,48741,1,184,41684,0
14,195771,1,92,5050,0
18,196221,1,0,63963,0
6,71851,1,360,17653,0
10,74471,1,550,7821,0
14,142551,1,800,9400,0
18,202681,1,1125,23859,0
6,71851,1,959,55362,0
10,74471,1,2301,106406,0
14,142551,1,3337,133544,0
18,202681,1,4488,184356,0
6,49001,0,0,15912,0
10,67741,0,321,31040,0
14,154161,0,450,41081,0
18,158161,0,0,39404,0
6,49011,0,274,39878,0
10,67751,0,589,54235,0
14,154171,0,699,45183,0
18,153501,0,1100,44285,0
6,43532,1,102,19759,0
10,42721,1,0,19760,0
14,190231,1,0,22000,0
18,190211,1,0,24000,0
6,60342,1,0,21434,0
10,70331,1,0,14520,0
14,156411,1,0,26772,0
18,157661,1,0,30275,0
6,60342,1,0,35071,0
10,70331,1,0,15672,0
14,156411,1,0,24158,0
18,157661,1,0,28603,0
6,60341,0,1000,44642,0
10,61281,1,1153,51697,0
14,150721,1,1800,64677,0
18,157671,1,2442,92187,0
6,33741,0,750,17085,0
10,30901,0,0,100000,0
14,186211,1,0,37106,0
18,187201,1,0,13022,0
6,15951,1,0,71,0
10,17371,1,0,11867,0
14,127031,1,541,19561,0
18,126381,1,375,32269,0
6,12211,1,0,25658,0
10,13231,1,0,122427,0
14,131311,1,0,54211,0
18,130531,1,0,13000,0
6,38721,1,978,36082,0
10,40531,1,1349,48279,0
14,181051,1,1300,49574,0
18,181721,1,1104,46767,0
6,8111,0,634,19100,0
10,9051,0,1150,55944,0
14,130071,1,1500,59935,0
18,129321,1,1554,62766,0
6,1271,0,1000,37223,0
10,2151,0,1350,48482,0
14,230161,1,700,52505,0
18,172321,1,0,200150,0
6,58181,1,1995,73700,0
10,60251,1,3170,105759,0
14,146281,1,2877,240431,0
18,146021,1,3842,111614,0
6,58181,1,500,25576,0
10,60251,1,686,30168,0
14,146281,1,1151,49898,0
18,146021,1,1013,82261,0
6,17721,1,0,0,15500
10,19571,1,0,12500,0
14,125491,1,0,7500,0
18,124891,1,0,30000,0
6,26671,1,600,31623,0
10,37141,1,725,35326,0
14,181981,1,1700,39244,0
18,171841,1,850,33485,0
6,34681,1,0,24345,0
10,32001,1,0,32736,0
14,177611,1,0,28000,0
18,178081,1,0,40761,0
6,34681,1,1000,43805,0
10,32001,1,0,64490,0
14,177611,1,0,62098,0
18,178081,1,0,57650,0
6,11131,1,240,25682,0
10,12091,1,675,36265,0
14,118841,1,700,37260,0
18,118261,1,1070,39760,0
6,48731,1,804,33026,0
10,25521,1,902,66040,0
14,220301,1,945,44465,0
18,220311,1,600,50946,0
6,48732,0,760,32328,0
10,25521,0,822,44729,0
14,220311,0,960,43131,0
18,220321,0,1200,26314,0
6,11891,1,1400,59051,0
10,12971,1,1850,279143,0
14,131281,1,1750,72780,0
18,130501,1,1800,102871,0
6,14991,1,1200,49942,0
10,16141,1,1400,52501,0
14,122441,1,1200,58970,0
18,121961,1,0,6000,0
6,70831,1,0,1223,0
10,73391,1,265,31813,0
14,201821,1,1040,28062,0
18,118201,1,1241,52072,0
6,70831,1,2877,104252,0
10,73391,1,1090,119223,0
14,201821,1,3500,130698,0
18,118201,1,3000,175454,0
6,58111,1,935,47617,0
10,63411,1,1000,68545,0
14,150411,1,640,32206,0
18,149751,1,807,37038,0
6,58111,1,614,16331,0
