wave,Id,Owns Property,Weekly Gross Income,FY disposable income +,FY disposable income -
14,173711,1,1669,67345,0
18,173741,1,1611,67086,0
6,31741,1,0,57014,0
10,28661,1,0,33978,0
14,174591,1,0,36300,0
18,174591,1,0,33000,0
6,56381,1,1250,46914,0
10,57311,1,1000,56322,0
14,156781,1,0,19872,0
18,158321,1,0,239886,0
6,56381,1,550,23946,0
10,57311,1,591,27247,0
14,156781,1,538,30817,0
18,158321,1,0,211262,0
6,12371,0,0,18934,0
10,13371,1,1132,47819,0
14,120061,1,1534,61371,0
18,119541,1,1500,69558,0
6,31571,1,875,36328,0
10,28441,1,450,48567,0
14,170311,1,800,41000,0
18,174241,1,0,23100,0
6,31571,1,450,16350,0
10,28441,1,520,23046,0
14,170311,1,423,18324,0
18,174241,1,0,20600,0
6,13791,0,500,24688,0
10,14961,0,0,30463,0
14,121201,0,0,23231,0
18,120681,0,0,13731,0
6,10661,1,0,41439,0
10,11441,1,1194,51950,0
14,118251,1,1208,51249,0
18,117691,1,290,39515,0
6,68121,1,425,19105,0
10,69881,1,0,11228,0
14,156131,1,0,6077,0
18,155581,1,0,933,0
6,68121,1,1093,49374,0
10,69881,1,1300,56966,0
14,156131,1,1400,63980,0
18,155581,1,1800,68057,0
6,59511,0,705,31807,0
10,60221,0,509,23190,0
14,147291,0,797,44815,0
18,147171,0,0,57863,0
6,59731,0,736,20951,0
10,58051,0,1100,44569,0
14,147121,1,0,62300,0
18,140911,1,0,63232,0
6,57151,1,960,34711,0
10,60851,1,1270,42457,0
14,159251,1,1475,70392,0
18,159621,1,1322,54903,0
6,53451,1,1194,46778,0
10,54771,1,1841,68877,0
14,151721,1,2250,95564,0
18,142201,1,2700,111210,0
6,42811,1,0,11068,0
10,42911,1,0,53677,0
14,190561,1,519,46611,0
18,190641,1,0,99212,0
6,74831,1,151,0,0
10,77601,1,300,16000,0
14,205641,1,0,0,0
18,205241,1,0,0,0
6,74831,1,0,54698,0
10,77601,1,3900,95548,0
14,205641,1,3821,143436,0
18,205241,1,0,52700,0
6,41461,1,633,28615,0
10,40031,1,500,74334,0
14,184741,1,1153,49726,0
18,185211,1,1151,49101,0
6,20641,1,0,34984,0
10,22991,1,0,13677,0
14,128511,1,0,37920,0
18,127761,1,0,311114,0
6,20641,1,0,35227,0
10,22991,1,0,7008,0
14,128511,1,0,24744,0
18,127761,1,0,44511,0
6,36961,1,900,40859,0
10,34441,1,995,61530,0
14,179611,1,1310,62905,0
18,180181,1,1071,70480,0
6,36961,1,1150,55789,0
10,34441,1,1822,83721,0
14,179611,1,1480,77616,0
18,180181,1,1948,98532,0
6,65441,1,815,36528,0
10,67191,1,1024,48632,0
14,153711,1,1042,41484,0
18,153041,1,1026,44220,0
6,65441,1,617,28338,0
10,67191,1,715,33838,0
14,153711,1,412,36104,0
18,153041,1,0,13984,0
6,61891,0,0,8944,0
10,62861,0,0,18000,0
14,149881,0,0,19500,0
18,149361,0,0,22178,0
6,28371,1,0,12180,0
10,78251,1,0,40846,0
14,207531,1,0,22510,0
18,202011,1,0,17400,0
6,28371,1,0,2270,0
10,78251,1,0,38100,0
14,207531,1,0,13000,0
18,202011,1,0,18000,0
6,71041,1,1083,49945,0
10,73581,1,1500,57360,0
14,201971,1,0,74420,0
18,202041,1,384,20800,0
6,71041,1,1459,53071,0
10,73581,1,3750,79374,0
14,201971,1,2173,86415,0
18,202041,1,2857,106456,0
6,35151,1,0,21438,0
10,32471,1,999,68103,0
14,178051,1,0,122810,0
18,178541,1,2110,81816,0
6,52211,1,0,121346,0
10,52791,1,4000,237558,0
14,140471,1,0,151311,0
18,140531,1,0,57500,0
6,74681,1,240,15819,0
10,77431,1,475,19715,0
14,205451,1,617,79257,0
18,205071,1,0,6000,0
6,7441,1,830,35873,0
10,8401,1,331,41891,0
14,115621,1,900,20071,0
18,115241,1,1000,34279,0
6,16471,1,0,13780,0
10,18051,1,0,16900,0
14,124111,1,0,20800,0
18,123501,1,0,22100,0
6,5161,1,0,7988,0
10,6411,1,621,26994,0
14,132011,1,1565,65979,0
18,125181,1,2700,45548,0
6,5161,1,1350,19441,0
10,6411,1,1572,69466,0
14,132011,1,1451,63322,0
18,125181,1,800,36709,0
6,47171,1,400,18077,0
10,47591,1,370,29248,0
14,196851,1,0,18044,0
18,194991,1,0,19240,0
6,44911,0,550,27955,0
10,45261,0,1038,48413,0
14,190891,0,1100,59146,0
18,191011,0,1100,59030,0
6,29071,1,0,15600,0
10,18241,1,0,15000,0
14,178881,1,0,20400,0
18,179231,1,0,37000,0
6,29071,1,0,16137,0
10,18241,1,0,15900,0
14,178881,1,0,840,0
18,178761,1,0,24300,0
6,64841,1,0,10400,0
10,66511,1,0,14010,0
14,153221,1,0,18115,0
18,152561,1,0,19834,0
6,64841,1,0,10400,0
10,66511,1,0,72510,0
14,153221,1,0,14500,0
18,152561,1,0,18034,0
6,69141,1,1250,49525,0
10,71841,1,1625,60912,0
14,200451,1,1976,73292,0
18,200361,1,2250,79897,0
6,69141,1,150,7622,0
10,71841,1,0,9896,0
14,200451,1,2470,68517,0
18,200361,1,3200,59573,0
6,7631,1,1778,63070,0
10,8611,1,1227,267419,0
14,115831,1,1241,66186,0
18,115461,1,2298,83196,0
6,28151,1,1450,59202,0
10,48051,1,1500,65119,0
14,197051,1,1500,71280,0
18,195071,1,650,97726,0
6,28151,1,0,22074,0
10,48051,1,499,6666,0
14,197051,1,0,21000,0
18,195071,1,336,20230,0
6,39731,1,615,32328,0
10,37761,1,880,38041,0
14,182661,1,856,49232,0
18,183781,1,0,38536,0
6,39721,1,961,54119,0
10,37751,1,1042,63859,0
14,182641,1,1475,61290,0
18,183421,1,1534,71770,0
6,35991,0,1372,43064,0
10,33851,1,1400,45690,0
14,179231,1,1093,59935,0
18,179821,1,2200,67917,0
6,4561,1,0,51857,0
10,6521,1,1300,91092,0
14,114261,1,700,77934,0
18,113841,1,1400,114083,0
6,75121,1,225,36897,0
10,78671,1,664,68111,0
14,205891,1,750,51433,0
18,205451,1,1634,65972,0
6,9511,0,863,33106,0
10,10551,0,1150,44555,0
14,117341,0,1241,51623,0
18,116891,0,1438,59078,0
6,38701,1,650,0,47042
10,36351,1,1150,34070,0
14,181452,1,1114,49894,0
18,181821,1,1650,75370,0
6,38701,1,806,40781,0
10,36351,1,967,47504,0
14,181451,1,950,119216,0
18,182701,1,1088,42295,0
6,38221,0,250,21853,0
10,35081,0,100,26286,0
14,180211,0,0,14305,0
18,180801,0,0,6286,0
6,60081,1,612,7060,0
10,34501,1,0,13000,0
14,180191,1,0,12000,0
18,177701,1,0,23190,0
6,24871,1,0,20904,0
10,35071,1,410,29329,0
14,180201,1,609,30478,0
18,175751,1,815,47895,0
6,24871,1,0,29363,0
10,35071,1,400,19340,0
14,180201,1,950,47498,0
18,175751,1,861,49035,0
6,38251,0,570,26730,0
10,41081,0,450,38179,0
14,177261,0,1050,57903,0
18,177681,1,700,34679,0
6,64071,0,600,28136,0
10,65521,0,727,76180,0
14,152191,1,1250,85709,0
18,151571,1,1358,68158,0
6,63191,1,96,15283,0
10,64511,1,0,12088,0
14,151391,1,0,2000,0
18,150721,1,0,17353,0
6,63191,1,1400,70486,0
10,64511,1,2100,95553,0
14,151391,1,1800,229926,0
18,150721,1,1200,107495,0
6,63191,0,1000,39851,0
10,64512,1,2173,76276,0
14,147421,1,2490,88276,0
18,146971,1,2900,106050,0
6,63191,0,210,9466,0
10,1361,1,1300,69876,0
14,101241,1,2300,98457,0
18,100931,1,2690,101456,0
6,46341,1,268,11419,0
10,46711,1,771,30297,0
14,193871,1,820,38436,0
18,193691,1,1341,41637,0
6,46341,1,970,48231,0
10,46711,1,1028,57346,0
14,193871,1,1241,64617,0
18,193691,1,1450,70612,0
6,51741,0,500,26524,0
10,52111,0,1250,50205,0
14,212061,1,1367,81584,0
18,212071,1,0,62150,0
6,14521,1,0,9818,0
10,15771,1,0,18484,0
14,122011,1,0,14300,0
18,121551,1,0,16120,0
6,38011,1,0,31644,0
10,35691,1,0,24203,0
14,172171,1,0,13116,0
18,180501,1,0,224120,0
6,38011,1,0,31741,0
10,35691,1,0,35700,0
14,172171,1,0,28997,0
18,180501,1,0,25120,0
6,71331,1,0,9018,0
10,73881,1,0,11879,0
14,202301,1,0,25295,0
18,201941,1,0,575,0
6,71331,1,400,48462,0
10,73881,1,0,0,23121
14,202301,1,600,46776,0
18,201941,1,0,75792,0
6,1991,1,850,39151,0
10,2721,1,1381,75615,0
14,110951,1,1000,125197,0
18,110801,1,0,64430,0
6,53391,0,944,44119,0
10,53831,1,1193,51961,0
14,141291,1,1300,57271,0
18,141241,1,1050,75613,0
6,34631,1,863,35588,0
10,31951,1,1150,52023,0
14,177501,1,1151,71122,0
18,177981,1,1443,77972,0
6,34631,1,825,35588,0
10,31951,1,1150,44426,0
14,177501,1,1750,84114,0
18,177981,1,2115,97473,0
6,53091,0,300,29818,0
10,53871,0,446,43832,0
14,141301,0,650,33700,0
18,142521,0,659,27503,0
6,53092,0,900,20721,0
10,53661,1,1000,49910,0
14,141181,1,1250,64677,0
18,141191,1,1400,62150,0
6,41481,1,353,22553,0
10,40151,1,859,226255,0
14,184871,1,1400,62800,0
18,185341,1,1600,852190,0
6,41481,1,1400,58949,0
10,40151,1,1600,63847,0
14,184871,1,1170,67345,0
18,185341,1,1216,66280,0
6,15231,1,0,8153,0
10,16531,1,1250,42796,0
14,122681,1,1400,61280,0
18,122181,1,1841,73021,0
6,26681,1,1125,51555,0
10,41211,1,1248,61782,0
14,176641,1,0,35800,0
18,177091,1,0,31772,0
6,26681,1,0,10485,0
10,41211,1,400,31096,0
14,176641,1,0,13000,0
18,177091,1,0,15080,0
6,26681,0,0,6538,0
10,41211,0,0,6717,0
14,176631,0,0,48276,0
18,177081,0,0,41564,0
6,49671,1,767,32912,0
10,50001,1,767,46712,0
14,210061,1,77,43669,0
18,210051,1,0,27910,0
6,49671,1,210,11112,0
10,50001,1,0,12181,0
14,210061,1,0,14194,0
18,210051,1,0,17000,0
6,13871,0,42,29981,0
10,16271,0,0,6342,0
14,122481,0,723,35739,0
18,121931,0,874,51500,0
6,17101,1,1381,52642,0
10,18961,1,0,40634,0
14,124951,1,0,33340,0
18,124321,1,0,56328,0
6,5571,1,1329,53610,0
10,19351,1,1800,64567,0
14,125251,1,1745,65173,0
18,124631,1,0,40998,0
6,5571,1,460,144447,0
10,19351,1,1300,24118,0
14,125251,1,1300,56768,0
18,124631,1,0,10401,0
6,13661,1,1400,136723,0
10,14771,1,2500,94302,0
14,120891,1,1800,93000,0
18,120361,1,0,29000,0
6,13661,1,800,30420,0
10,14771,1,750,72756,0
14,120891,1,0,35951,0
18,120361,1,0,34000,0
6,13661,1,718,31742,0
10,14781,1,1700,64445,0
14,121071,1,2133,82779,0
18,121391,1,2311,92214,0
6,16121,1,0,13797,0
10,17551,1,0,19335,0
14,123701,1,0,17984,0
18,123081,1,0,27700,0
6,2471,1,1100,52464,0
10,3521,1,1550,65655,0
14,111571,1,1700,67882,0
18,111451,1,2148,78360,0
6,60581,1,0,15967,0
10,61631,1,0,28000,0
14,148661,1,0,37684,0
18,148141,1,0,32940,0
6,67271,1,1100,40156,0
10,69081,1,1349,24425,0
14,155341,1,1204,59825,0
18,154821,1,1100,52346,0
6,51031,1,527,18577,0
10,51301,1,215,23900,0
14,211261,1,315,24640,0
18,211211,1,0,21800,0
6,51031,1,612,26446,0
10,51301,1,656,32167,0
14,211261,1,769,39753,0
18,211211,1,0,22740,0
6,51031,0,725,32328,0
10,51311,0,700,33867,0
14,212151,0,1197,43937,0
18,144391,0,1573,63441,0
6,71031,1,0,20300,0
10,73571,1,0,26020,0
14,201961,1,0,24763,0
18,201651,1,0,24291,0
6,71031,1,0,20300,0
10,73571,1,0,22328,0
14,201961,1,0,24783,0
18,201651,1,0,24291,0
6,37091,0,220,16619,0
10,34631,0,520,29508,0
14,172071,0,715,35186,0
18,172291,1,806,37010,0
6,37091,0,800,38066,0
10,34631,0,870,29535,0
14,172071,0,763,35334,0
18,172291,1,806,37010,0
6,14341,1,0,18323,0
10,15931,1,0,34984,0
14,122201,1,0,38862,0
18,121711,1,0,19245,0
6,14341,1,1000,42170,0
10,15621,1,1150,45825,0
14,121011,1,1200,52171,0
18,120121,1,1435,50614,0
6,14851,1,1500,58710,0
10,16071,1,750,53194,0
14,121351,1,0,33380,0
18,120791,1,0,26741,0
6,14851,1,0,3112,0
10,16071,1,0,19340,0
14,121351,1,0,36049,0
18,120791,1,0,17141,0
6,10731,1,460,46414,0
10,11751,1,0,37000,0
14,118471,1,0,48756,0
18,117921,1,0,48971,0
6,10731,1,0,48565,0
10,11751,1,0,58852,0
14,118471,1,0,60974,0
18,117921,1,0,64199,0
6,21871,1,0,23672,0
10,881,1,1285,59072,0
14,100771,1,0,23322,0
18,100681,1,0,0,0
6,16761,1,900,36051,0
10,18541,1,800,39220,0
14,124531,1,0,44000,0
18,123931,1,0,50000,0
6,16761,1,450,21017,0
10,18541,1,500,26655,0
14,124531,1,0,44000,0
18,123931,1,0,50000,0
6,39181,1,1087,50057,0
10,39001,1,3350,74166,0
14,186021,1,2600,50156,0
18,171981,1,1750,38454,0
6,39181,1,551,29087,0
10,39001,1,936,43655,0
14,186021,1,825,52864,0
18,171981,1,0,10037,0
6,27171,1,1965,76972,0
10,39101,1,2224,79399,0
14,186771,1,1723,102250,0
18,187571,1,2217,92187,0
6,38581,0,350,12154,0
10,36031,0,495,24450,0
14,181331,0,700,37205,0
18,182081,1,850,35669,0
6,38502,0,0,19793,0
10,36271,0,0,14000,0
14,181411,0,0,13500,0
18,182001,0,0,17500,0
6,43351,1,0,36307,0
10,43661,1,0,33425,0
14,191181,1,0,46841,0
18,191241,1,0,61892,0
6,43351,1,428,52508,0
10,43661,1,465,34220,0
14,191181,1,480,62767,0
18,191241,1,0,18866,0
6,36571,0,700,27112,0
10,33621,0,722,34002,0
14,178981,0,757,37043,0
18,179521,0,1269,63524,0
6,36571,0,395,18077,0
10,42041,1,600,31667,0
14,174051,1,442,37074,0
18,170641,1,0,3839,0
6,49771,1,1667,81128,0
10,50151,1,1910,103796,0
14,210191,1,2000,62645,0
18,210801,1,2831,110492,0
6,49771,1,700,31747,0
10,50151,1,673,37843,0
14,210191,1,750,36033,0
18,210181,1,1600,61777,0
6,47291,1,0,10000,0
10,47681,1,0,10200,0
14,194781,1,0,101,0
18,194661,1,0,28000,0
6,47291,1,1150,54289,0
10,47681,1,1360,55399,0
14,194781,1,0,13101,0
18,194661,1,0,20800,0
6,5451,1,1300,47620,0
10,39841,1,0,11902,0
14,140061,1,0,9145,0
18,140041,1,550,31386,0
6,45151,1,1438,53122,0
10,45451,1,1467,62828,0
14,192821,1,1823,72504,0
18,192771,1,1863,78103,0
6,45151,1,1199,48481,0
10,45451,1,1500,50111,0
14,192821,1,1519,62932,0
18,192771,1,1500,63973,0
6,30571,1,1442,62418,0
10,26191,1,2250,88652,0
14,183811,1,1800,92160,0
18,185401,1,1350,61225,0
6,33801,1,0,5772,0
10,31011,1,0,10592,0
14,170111,1,0,29638,0
18,170051,1,0,19359,0
6,33801,1,500,21936,0
10,31011,1,0,2092,0
14,170111,1,0,19576,0
18,170051,1,0,20854,0
6,33801,0,262,9692,0
10,30431,0,175,22433,0
14,176161,0,460,40785,0
18,176431,0,734,37727,0
6,32751,0,838,15777,0
10,31101,0,275,25080,0
14,171011,0,0,14496,0
18,175811,0,0,14769,0
6,59531,1,0,1005,0
10,60481,1,0,21600,0
14,147321,1,0,14535,0
18,146911,1,0,25712,0
6,59531,1,0,45214,0
10,60481,1,0,17600,0
14,147321,1,0,34666,0
18,146911,1,0,25712,0
6,38801,1,4986,258461,0
10,41511,1,4460,271310,0
14,187131,1,5049,160046,0
18,187911,1,4988,168321,0
6,38801,1,484,44333,0
10,41511,1,1600,60189,0
14,187131,1,1578,53863,0
18,187911,1,750,83388,0
6,60861,1,0,12670,0
10,61821,1,0,1450,0
14,148861,1,0,20500,0
18,148391,1,0,22100,0
6,74811,1,1100,54262,0
10,78051,1,1923,77972,0
14,202182,1,2029,75993,0
18,201791,1,2197,98754,0
6,74811,1,333,29079,0
10,78051,1,650,34305,0
14,202182,1,410,121423,0
18,201791,1,350,700,0
6,39111,0,0,13260,0
10,36871,0,0,21164,0
14,181721,0,0,19370,0
18,182471,0,0,20826,0
6,39111,0,0,10842,0
10,36871,0,0,13728,0
14,181721,0,0,16300,0
18,182471,0,0,17524,0
6,39111,0,0,13000,0
10,36871,0,0,18980,0
14,181721,0,0,19500,0
18,182471,0,0,21060,0
6,39111,0,0,12000,0
10,36881,1,0,31182,0
14,181731,1,0,28489,0
18,182482,1,0,23400,0
6,56761,1,479,65540,0
10,57741,1,552,90847,0
14,145251,1,0,124194,0
18,158341,1,0,139096,0
6,49451,1,650,30414,0
10,48641,1,984,41834,0
14,195661,1,1000,53417,0
18,195471,1,1158,50996,0
6,49451,0,0,0,0
10,48641,0,475,21682,0
14,195661,0,301,22536,0
18,195471,0,700,33926,0
6,66511,1,623,22266,0
10,68441,1,498,17872,0
14,154771,1,877,52178,0
18,154221,1,1400,50211,0
6,66521,1,0,21775,0
10,68451,1,0,18937,0
14,154831,1,160,30348,0
18,154311,1,0,36611,0
6,65591,0,0,12266,0
10,67331,1,0,57951,0
14,159011,1,0,58673,0
18,154301,1,0,31652,0
6,1321,0,900,42881,0
10,231,0,1180,58749,0
14,100461,0,1950,68517,0
18,110411,0,2100,76977,0
6,10201,1,0,37675,0
10,11181,1,0,5638,0
14,118011,1,0,5640,0
18,117441,1,0,5640,0
6,60501,1,667,36323,0
10,61521,1,1138,51821,0
14,156961,1,0,5623,0
18,156401,1,0,4460,0
6,66061,1,725,30918,0
10,33671,1,450,18000,0
14,179011,1,450,23757,0
18,179541,1,0,0,0
6,59591,1,350,14188,0
10,61021,1,967,29609,0
14,148021,1,312,29548,0
18,147651,1,1154,48864,0
6,59591,1,1250,61481,0
10,61021,1,1000,45178,0
14,148021,1,3561,81624,0
18,147651,1,2500,95946,0
6,62361,1,1507,55786,0
10,63431,1,2301,85791,0
14,140441,1,2532,101505,0
18,140391,1,2992,113438,0
6,38921,1,0,53274,0
10,36681,1,0,129000,0
14,181551,1,0,23985,0
18,182321,1,0,11500,0
6,38921,1,0,90274,0
10,36681,1,0,15000,0
14,181551,1,0,23985,0
18,182321,1,0,11500,0
6,41141,0,205,8850,0
10,39591,0,686,26918,0
14,184271,1,1570,60071,0
18,184781,1,1550,65954,0
6,31181,1,1800,70029,0
10,28061,1,2160,89252,0
14,174131,1,2555,114562,0
18,174061,1,2770,120633,0
6,31181,1,702,31615,0
10,28061,1,956,47897,0
14,174131,1,1089,53078,0
18,174061,1,1908,69365,0
6,40771,1,1872,74614,0
10,39141,1,3766,98767,0
14,183941,1,3675,110240,0
18,184471,1,2695,84645,0
6,40771,1,0,8026,0
10,39141,1,700,35325,0
14,183941,1,1275,39244,0
18,184471,1,1220,52751,0
6,72641,1,850,37743,0
10,75361,1,875,67823,0
14,203671,1,2300,137781,0
18,203261,1,0,62296,0
6,72641,1,0,4032,0
10,75361,1,0,0,0
14,203671,1,0,4000,0
18,203261,1,0,0,0
6,72641,0,261,24482,0
10,75371,0,880,52496,0
14,203681,0,850,37785,0
18,203461,0,0,0,12000
6,6461,1,1957,72207,0
10,7421,1,2090,70456,0
14,114841,1,2150,98271,0
18,130711,1,0,9000,0
6,6331,1,613,52094,0
10,7221,1,905,58890,0
14,114741,1,1845,81969,0
18,114421,1,1900,85703,0
6,58811,0,0,29261,0
10,59691,0,0,30040,0
14,157031,0,535,53361,0
18,156501,0,925,82265,0
6,54961,1,1087,49240,0
10,55621,1,1561,53861,0
14,143321,1,1500,60071,0
18,143331,1,1612,81155,0
6,55861,1,675,28804,0
10,67971,1,0,28431,0
14,144861,1,1650,60443,0
18,156301,1,1100,49392,0
6,21601,1,1900,69505,0
10,381,1,400,111513,0
14,230231,1,0,99428,0
18,202921,1,0,109878,0
6,21601,1,600,28619,0
10,381,1,500,22527,0
14,230231,1,0,21000,0
18,202921,1,0,15100,0
6,38571,1,550,16827,0
10,36181,1,694,30974,0
14,181201,1,700,20000,0
18,181931,1,600,28000,0
6,21131,0,640,30214,0
10,23541,1,900,20084,0
14,129091,1,650,29955,0
18,128341,1,930,33922,0
6,43361,1,0,30532,0
10,43711,1,0,57084,0
14,191231,1,0,38519,0
18,192381,1,0,49661,0
6,67911,1,0,10452,0
10,69731,1,0,10551,0
14,155961,1,0,62070,0
18,155461,1,0,40565,0
6,36321,1,0,32500,0
10,33761,1,0,24500,0
14,179161,1,0,34910,0
18,179711,1,0,20000,0
6,20821,1,344,27819,0
10,23151,1,0,27669,0
14,128261,1,1130,31784,0
18,127511,1,649,42996,0
6,73051,1,0,37350,0
10,75801,1,550,71468,0
14,204081,1,0,65333,0
18,203821,1,0,68190,0
6,63621,0,0,17615,0
10,64871,0,155,20563,0
14,159051,0,780,36667,0
18,159501,0,0,54064,0
6,59291,1,0,7064,0
10,60141,1,300,20710,0
14,147241,1,697,30629,0
18,146861,1,500,16500,0
6,59291,1,665,39392,0
10,60141,1,742,35048,0
14,147241,1,744,37666,0
18,146861,1,0,40000,0
6,9331,1,479,133014,0
10,10241,1,460,63801,0
14,117121,1,479,56060,0
18,117391,1,0,165340,0
6,9331,1,2378,195695,0
10,10241,1,3836,331101,0
14,117121,1,1381,763891,0
18,117391,1,479,254888,0
6,55411,1,1645,72064,0
10,56121,1,2819,104390,0
14,145561,1,3429,136694,0
18,145461,1,0,222820,0
6,50131,1,852,33359,0
10,50541,1,935,39184,0
14,212221,1,847,37920,0
18,212241,1,948,39668,0
6,19101,1,492,32023,0
10,21141,1,475,34629,0
14,126941,1,1045,57189,0
18,126261,1,750,58419,0
6,19101,1,0,13612,0
10,21141,1,0,25808,0
14,126941,1,0,18745,0
18,126261,1,0,10893,0
6,73131,0,250,8879,0
10,75861,1,1150,46825,0
14,202741,1,0,66920,0
18,202371,1,2250,97421,0
6,30151,1,800,34211,0
10,26951,1,932,41476,0
14,173221,1,1043,43235,0
18,173301,1,671,53372,0
6,6681,1,700,58705,0
10,7631,1,921,140513,0
14,115031,1,1000,70123,0
18,130971,1,921,46893,0
6,6681,1,350,17369,0
10,7631,1,750,36518,0
14,115031,1,871,35462,0
18,130971,1,1200,43981,0
6,61431,0,1200,48407,0
10,61881,0,1252,75863,0
14,148921,0,1300,80177,0
18,148431,1,1500,87661,0
6,17931,1,1350,56107,0
10,19841,1,1600,84397,0
14,125711,1,1750,94122,0
18,125111,1,2150,98184,0
6,17931,1,132,13704,0
10,19831,1,280,59096,0
14,125651,1,200,66105,0
18,125061,1,440,55535,0
6,38731,1,0,31003,0
10,36371,1,0,11500,0
14,181041,1,198,18000,0
18,181711,1,0,13000,0
6,38732,1,0,70205,0
10,36221,1,0,60595,0
14,181381,1,0,57903,0
18,182151,1,0,71446,0
6,38733,0,0,5400,0
10,36381,0,487,12900,0
14,181021,1,395,21816,0
18,181701,1,400,23350,0
6,4051,0,0,9360,0
10,4791,0,0,31980,0
14,112591,0,0,16500,0
18,112271,0,0,18850,0
6,22051,1,1577,58632,0
10,861,1,1649,52593,0
14,101441,1,1900,104512,0
18,101321,1,1880,101621,0
6,22261,1,1438,179993,0
10,1251,1,1534,627319,0
14,100961,1,0,422150,0
18,100831,1,0,190604,0
6,22041,0,767,33711,0
10,22681,0,400,6323,0
14,129671,1,1665,62348,0
18,100891,1,1643,64667,0
6,22261,0,457,21157,0
10,1261,0,1337,627319,0
14,100171,1,2267,93960,0
18,100651,1,6137,166308,0
6,58581,1,2100,68683,0
10,59421,1,1698,80172,0
14,146611,1,1997,81703,0
18,146251,1,1940,310839,0
6,58581,1,191,13751,0
10,59421,1,238,13014,0
14,146611,1,104,27725,0
18,146251,1,498,201460,0
6,7511,1,1624,66308,0
10,15601,1,2038,79388,0
14,121811,1,2638,89644,0
18,129381,1,518,72139,0
6,1881,0,160,21214,0
10,3071,0,0,38549,0
14,110561,0,1150,49391,0
18,115051,1,750,42295,0
6,31511,1,700,31600,0
10,28391,1,850,48458,0
14,174401,1,1003,54898,0
18,174321,1,1100,75251,0
6,50591,1,0,0,3272
10,50931,1,0,50467,0
14,210891,1,0,74115,0
18,210861,1,0,81000,0
6,50591,1,274,17987,0
10,50931,1,250,30261,0
14,210891,1,0,20110,0
18,210861,1,0,20000,0
6,38121,1,0,19916,0
10,35751,1,563,21682,0
14,180881,1,0,21000,0
18,181571,1,0,0,0
6,12341,1,0,34059,0
10,13341,1,959,43976,0
14,119981,1,1956,78016,0
18,119411,1,250,45245,0
6,12341,1,0,37087,0
10,13341,1,959,43852,0
14,119981,1,2724,73433,0
18,119411,1,1250,60222,0
6,29651,1,249,30721,0
10,26341,1,0,16074,0
14,172761,1,0,25962,0
18,173001,1,0,2650,0
6,29661,1,1144,54451,0
10,26351,1,1700,61790,0
14,170361,1,2000,76721,0
18,170351,1,1942,76956,0
6,24481,0,85,11273,0
10,41061,0,0,0,0
14,170791,0,0,20500,0
18,170821,1,0,2000,0
6,69161,1,0,72300,0
10,71851,1,0,59768,0
14,200461,1,0,74255,0
18,200371,1,0,80013,0
6,50031,1,900,40064,0
10,50461,1,1650,57346,0
14,210481,1,1600,71728,0
18,212201,1,2058,77083,0
6,59951,1,0,23929,0
10,60901,1,0,36773,0
14,147861,1,0,64145,0
18,147391,1,0,54167,0
6,59951,1,0,27785,0
10,60901,1,0,36773,0
14,147861,1,0,79581,0
18,147391,1,0,52194,0
6,43441,1,1350,59538,0
10,43751,1,1284,70722,0
14,191351,1,1750,79952,0
18,191391,1,2000,92319,0
6,43441,1,200,15777,0
10,43751,1,399,24703,0
14,191351,1,450,24460,0
18,191391,1,0,26800,0
6,43481,1,0,16179,0
10,43831,1,104,21074,0
14,150901,1,0,23487,0
18,150241,1,0,18779,0
6,43481,1,0,9799,0
10,43831,1,0,14416,0
14,150901,1,0,23487,0
18,150241,1,0,18779,0
6,1971,1,1610,84274,0
10,2701,1,0,39631,0
14,110941,1,0,55423,0
18,121501,1,0,68968,0
6,1971,1,1779,63327,0
10,2701,1,1630,83088,0
14,110941,1,0,30423,0
18,121501,1,0,44812,0
6,25731,1,0,28266,0
10,60791,1,0,22954,0
14,148391,1,0,23985,0
18,147931,1,950,44286,0
6,3641,1,0,14341,0
10,4371,1,0,21670,0
14,112281,1,0,25846,0
18,112011,1,0,8901,0
6,50891,1,850,33217,0
10,51211,1,650,40944,0
14,211171,1,806,53019,0
18,183341,1,950,62085,0
6,49861,1,876,35936,0
10,50221,1,940,42752,0
14,210251,1,1151,48595,0
18,210291,1,1269,48864,0
6,49861,0,0,0,0
10,50221,1,0,0,0
14,210251,1,0,0,0
18,210291,1,0,0,0
6,66351,1,116,13741,0
10,68251,1,0,19623,0
14,156801,1,0,29351,0
18,153651,1,0,27322,0
6,31731,1,0,10400,0
10,28651,1,0,12000,0
14,174581,1,0,13000,0
18,174581,1,0,14000,0
6,31731,1,0,10400,0
10,28651,1,0,17000,0
14,174581,1,0,15000,0
18,174581,1,0,14000,0
6,12781,1,0,125905,0
10,13801,1,0,25460,0
14,131401,1,0,73690,0
18,130641,1,0,55300,0
6,67981,1,1518,77643,0
10,69791,1,1414,82851,0
14,156001,1,1611,87269,0
18,155501,1,1678,9387,0
6,67981,1,523,16430,0
10,69791,1,319,12685,0
14,156001,1,0,27116,0
18,155501,1,0,0,2593
6,19511,1,480,28048,0
10,21681,1,0,25824,0
14,122141,1,0,30292,0
18,121671,1,0,27515,0
6,51751,1,0,4228,0
10,52141,1,0,14401,0
14,212101,1,0,3598,0
18,212111,1,0,20114,0
6,41921,0,0,13260,0
10,51691,0,134,19392,0
14,185391,0,0,15788,0
